Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2000,KHPX,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPX,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPZ,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KNVA,Warner Bros,"Austin, TX",3.5,Analog,Histeria!,Core,Network,Mon-Thurs 7:30-8AM,52,0,30,2,11,"Histeria is intended to spark an interest in and love of history in the minds and hearts of young viewers. With knowledge of history and analyzing past motivations, actions, and their results, youngsters can gain a basis for present-day performance and decision-making. By combining facts and comedy, Histeria is intended to keep history alive, supply youngsters with a portion of the historical frame of reference missing in the schools, and challenge them to proceed with further learning.",99,N/A,N/A,N/A
2000,KNVA,Warner Bros,"Austin, TX",3.5,Analog,Detention,Core,Network,Fridays 3-3:30PM,13,0,30,8,14,"The educational and informational goals of Detention are to encourage viewers to develop positive personal qualities and pro-social behaviors, to critically assess and value their own capabilities and skills, to learn to accept and appreciate the competencies and differences in others, to thoughtfully assess situations, set appropriate goals, and develop techniques associated with critical thinking and creativity in decision-making and problem-solving with which to act, employ conflict resolution skills and models in order to assist them in their interpersonal and social development, in school, the community, the broader society, to find and employ ways to effectively deal with difficult situations, fears, and challenges to recognize and effectively manage their feelings and emotions, and to learn appropriate life skills and behaviors, such as following directions, and functioning as a member of a team, intended to better equip them to take a functional and productive role within their environment.",99,N/A,N/A,N/A
2000,KNVA,Warner Bros,"Austin, TX",3.5,Analog,Kid's Ideas,Core,Local,Saturdays 11-11:30AM,13,0,30,8,14,"Kids Ideas educates and informs children by taking them through the world of imagination, creativity and exploration with a twelve year old hosting the program. For example, she teaches kids step by step instructions on craft-making, cooking easy recipes, and visiting a lot of places around the state of Texas.",99,N/A,N/A,N/A
2000,KNVA,Warner Bros,"Austin, TX",3.5,Analog,Generation O!,Core,Network,Fridays 4:30-5PM,13,0,30,7,12,"Generation O! seeks to engage and delight young, grade-school children while promoting positive pro-social models of life-skills and character development as it portrays how an eight-year-old ""normal kid/famous rock star"" deals with the kinds of day-to-day problems that all children must confront.",99,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Did You Ever Wonder,Core,Syndicated,Saturdays 8-8:30AM,13,0,30,6,12,"Provides answers to the “whys” and “hows” of a wide variety of topics that are educational and of interest to kids through video field trips that take the viewers behind the scenes to places that ordinarily would be inaccessible. Some subjects are: jelly beans, bowling balls, potato chips, computers, toy trains, ice cream, wagons, lawn mowers, chocolate, pencils. It’s a show parents can watch with their children.",99,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Critter Gitters,Core,Syndicated,Sundays 8:30-9AM,13,0,30,9,14,"A group of neighborhood kids join forces with two veterinarians and an inventive professor to become a search and rescue unit, a detective agency, and a police force for animals. The Critter Gitters team works with authorities to solve animal mysteries, p",99,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Popular Mechanics for Kids,Core,Syndicated,Saturdays 9-9:30AM,13,0,30,8,12,"Based on the magazine, a live action show that explores science, technology and imagination. Teenage hosts set out on a new adventure each week, experiencing first hand, on-location what it’s like to be a fighter pilot, ride the scariest roller coaster, cut an elephant’s toenail or land a helicopter on the deck of a ship. “What does it do?” “How does it work?” “When did it happen?” “Where did it come from” “Who made it possible?” are the questions asked and answered on the program.",99,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Wild America,Core,Syndicated,Saturdays 9:30-10AM,13,0,30,13,16,Mary Stouffer covers American wildlife and the danger that some species face from humans and ever-increasing suburban sprawl.,99,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Awesome Adventures,Core,Syndicated,Saturdays 10-10:30AM,13,0,30,13,16,"The program is designed to entertain and inform kids about the histories and cultures of the places they visit during each week’s Awesome Adventure. Children travel the world and experience the excitement of journeys while learning about the beauty of nature, its creatures, and the people who inhabit the land. The shows are designed to make learning fun.",99,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Real Life 101,Core,Syndicated,Saturdays 10:30-11AM,13,1,30,13,16,"Five teenage hosts interview different people with different jobs and find out what it is that they do for a living. The teens ask people with colorful and challenging jobs, “What’s the best thing about your career?” “Why did you choose this field?” “What is your typical day like?” “What type of training did you need for your career?”. Other pertinent career information such as the proper way to shake hands, what to wear on a job interview, how to balance a checkbook, and what’s involved in networking is also provided on the program.",N/A,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,Under the Helmet,Core,Syndicated,Saturdays 11-11:30AM,13,1,30,13,16,"Showcases the pro-social on and off the field activities of the NFL’s leading players and coaches. Working with the National Association for Sports and Physical Education, the program (1) educates teens about dedication, hard work, teamwork, goal setting and community service, (2) provides examples of responsible social and personal behavior, (3) demonstrates how to deal constructively with the differences among people, and (4) teaches the benefits of physical activity and fitness.",N/A,N/A,N/A,N/A
2000,KTBC,FOX,"Austin, TX",3.5,Analog,More than a Game,Non-Core,Syndicated,Saturdays 11:30-12PM,5,0,30,13,16,"Athletes from all sports become role models as they tell positive, uplifting stories from on and off the playing field to the target audience of teenagers. The program teaches showmanship, self-discipline and the value of giving in the form of athletes giving back to their communities. Each episode promotes sports in a motivational light, inspiring teens to set goals, work hard at their dreams, and succeed in life.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,"Sabrina, the Animated Series",Core,Network,Saturdays 8:30-9AM,12,0,30,8,12,"Twelve-year-old Sabrina Spellman, who is half witch and half mortal, is being raised in a non-traditional family consisting of her Uncle Quigley and two young aunts. Series episodes explore social and developmental issues such as peer pressure/competition, loyalty and friendship, responsibility, honesty, facing fears, speaking up for one's beliefs, etc. Family issues such as divorce and remarriage and household rules are also addressed.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's One Saturday Morning,Core,Network,Saturdays 9-11AM,9,0,120,8,12,"This two-hour program block features three half-hour educational series in combination with various short-form educational elements. The latter include ""Find Out Why"" (physical science shorts produced in association with the National Science Foundation), ""Great Minds...Think For Themselves"" (American history segments voiced by Robin Williams), ""What's My Name?"" (facts about interesting figures in world history), ""What's the Diff?"" (game segments that teach visual discrimination and analytical skills), ""Let's Go!"" (geography and cultural information segments) and ""Flyndiggery Do: Where'd It Go?"" (short segments describing animal behavior). ""Disney's Recess"" is a collection of animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide opportunities for parent/child discussions about values. ""Disney's The Weekenders"" introduces four twelve-year-olds who have been friends since kindergarten. They attend middle school in southern California and spend time together on weekends. Their family circumstances are diverse: Tino is the only son of a single mother; Carver is the middle child in an affluent African-American family; Tish comes from an Eastern European immigrant family and Lor is the only girl among fourteen sports-minded brothers. Stories explore topics such as parent/child relations, sibling rivalry, acculturation, competition vs. compromise, responsibility, honesty, peer acceptance and loyalty. ""Disney's Teacher's Pet"" Via a magical transformation, nine-year-old Leonard Helperman's dog ""Spot"" discovers that he is able to talk and walk upright. He seizes the opportunity to fulfill a lifelong ambition: to go to school. Dressed in some of Leonard's clothes, Spot becomes ""Scott Leadready,"" reveling in the challenge of learning fourth-grade spelling, math and history. The fourth-grade teacher, Mrs. Helperman, is Leonard's mother. She is also a single parent. This series is built around the privilege of being able to attend school and value of education. Stories teach honesty, cooperation, peer team work, problem-solving, respect for rules--particularly in the school setting--and empathy. ""Spot/Scott's"" extraordinarily wide vocabulary introduces children to new vocabulary and its meaning in context.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Doug,Core,Network,Saturdays 8:30-9AM,1,0,30,8,12,"This series uses humor and fantasy in depicting a twelve-year-old boy's struggles to develop self-confidence, define identity, resolve family and school problems and maintain friendships. Narrated via the journal entries of aspiring writer/cartoonist Doug Funnie, episodes promote values such as honesty, loyalty, fairness and respect for individual differences. These stories also encourage creative writing and artistic expression.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,The New Adventures of Winnie the Pooh,Core,Network,Saturdays 11-11:30AM,13,4,30,3,6,"Based on the classic ""Winnie the Pooh"" books by author A.A. Milne, ""The New Adventures of Winnie the Pooh"" depicts the everyday lives of Christopher Robin and his companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher. Series episodes deliver strong messages about honesty, responsibility, persistence, cooperative effort, friendship and caring. Many stories are designed to help young children distinguish between fantasy and reality and overcome common childhood fears.",N/A,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Weekends,Core,Network,Saturdays 9-9:30AM,4,0,30,8,12,"This series introduces four twelve-year-olds that have been friends since kindergarten. They attend middle school in southern California and spend time together on weekends. Their family circumstances are diverse: Tino is the only son of a single mother; Carver is the middle child in an affluent African-American family; Tish comes from an Eastern European immigrant family and Lor is the only girl among fourteen sports-minded brothers. Stories explore topics such as parent/child relations, sibling rivalry, acculturation, competition vs. compromise, responsibility, honesty, peer acceptance and loyalty.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Recess,Core,Network,Saturdays 9:30-10AM,4,0,30,8,12,"""Disney's Recess"" is a collection of animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide opportunities for parent/child discussions about values.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Recess,Core,Network,Saturdays 10-10:30AM,4,0,30,8,12,"""Disney's Recess"" is a collection of animated stories about six fourth-grade children who attend public school. These children are an ethnically and gender-diverse group. Their experiences at Third Street School deliver messages about problems common to middle childhood: conflicts with authority figures, school and family rules, issues of fairness, peer pressure and coping with disappointment. A number of episodes revolve around class bullies or ""teacher's pets."" Series episodes provide opportunities for parent/child discussions about values.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Teacher's Pet,Core,Network,Saturdays 10:30-11AM,4,0,30,8,12,"Via a magical transformation, nine-year-old Leonard Helperman's dog ""Spot"" discovers that he is able to talk and walk upright. He seizes the opportunity to fulfill a lifelong ambition: to go to school. Dressed in some of Leonard's clothes, Spot becomes ""Scott Leadready,"" reveling in the challenge of learning fourth-grade spelling, math and history. The fourth-grade teacher, Mrs. Helperman, is Leonard's mother. She is also a single parent. This series is built around the privilege of being able to attend school and the value of education. Stories teach honesty, cooperation, peer teamwork, problem solving, respect for rules--particularly in the school setting--and empathy. Spot/Scott's extraordinarily wide vocabulary introduces children to new vocabulary and its meaning in context.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,ABC Kids' Matinee: Disney's Doug Quailman,Non-Core,Network,Sunday 10/22/00 2:30PM -4PM,1,0,90,8,12,"This special uses humor and fantasy in depicting a twelve-year-old boy's struggles to develop self-confidence, define identity, resolve family and school problems and maintain friendships. Narrated via the journal entries of aspiring writer/cartoonist Doug Funnie, episodes promote values such as honesty, loyalty, fairness and respect for individual differences. These stories also encourage creative writing and artistic expression.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,"Winnie the Pooh and Christmas, Too",Non-Core,Network,Sunday 12/3/00 6-6:30 PM,1,0,30,3,6,"Based on the classic ""Winnie the Pooh"" books by A.A. Milne, "" Winnie the Pooh and Christmas, Too "" depicts Christopher Robin and his companions Pooh, Piglet, Rabbit, Tigger, Eeyore, Owl and Gopher, dealing with holiday gift giving. Each one comes to realize that holiday happiness is derived from giving, not receiving, and that ""Being with friends is the nicest gift of all.""",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Doug,Non-Core,Network,Saturdays 5:30-6AM 10/14 thru 12/30,12,0,30,8,12,"This series uses humor and fantasy in depicting a twelve-year-old boy's struggles to develop self-confidence, define identity, resolve family and school problems and maintain friendships. Narrated via the journal entries of aspiring writer/cartoonist Doug Funnie, episodes promote values such as honesty, loyalty, fairness and respect for individual differences. These stories also encourage creative writing and artistic expression.",99,N/A,N/A,N/A
2000,KVUE-TV,ABC,"Austin, TX",3,Analog,Disney's Pepper Ann,Non-Core,Network,Saturdays 5-5:30AM (through 10/14); Saturdays 6-6:30AM (10/21 through 12/30),13,0,30,10,12,"Pepper Ann is the daughter of a single working mother. She loves math and science and hopes to some day make a name for herself in biology or medicine. Pepper Ann and her Hazelnut Middle School friends demonstrate individuality, problem solving, perseverance, responsibility and creativity. While the primary educational focus of the series is building self-esteem--particularly that of girls--stories also break down gender and ethnic stereotypes and broaden the definition of ""family.""",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KXAM,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KXAN,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
